name,lang,n,size(B)_mean,cpu-time(s)_mean,mem(KB)_mean,size(B)_std,cpu-time(s)_std,mem(KB)_std
fannkuchredux,go,12,821,44.53135416666667,7279786.666666667,189.53874582842624,6.6368088604856315,5891657.123987883
fannkuchredux,gpp,12,1176.2857142857142,29.799238095238096,4777740.19,307.58118025012834,10.729614978235793,1544528.4884249317
fannkuchredux,graalvmaot,10,897.5,0.30225,17235968,437.7522130155369,0.067430829,1027255.241879057
fannkuchredux,graalvmaot,12,897.5,42.480916666666666,17099264,383.1163369781749,7.316529652992636,1003042.9240278705
fannkuchredux,icx,10,974.7142857142857,0.19614285714285715,3478089.1428571427,479.4384612,0.087497483,904024.1893569422
fannkuchredux,icx,12,974.7142857142857,29.762357142857145,3391292.9523809524,446.53969646197305,12.662664083921575,845401.2651067508
fannkuchredux,ifc,12,886,39.78670833333333,7738368,283.9791786611187,0.7292277320185557,4715631.341705861
fannkuchredux,ifx,12,886,39.38166666666667,7214933.333333333,283.9791786611187,0.8460636046943568,5151019.532017249
fannkuchredux,javavm,10,897.5,0.5615,61721600,437.7522130155369,0.060390397,1052113.3666875765
fannkuchredux,javavm,12,897.5,46.248041666666666,61424640,383.11633697817484,6.081075804,1289475.9064057874
fannkuchredux,javaxint,10,518.5,4.4695,55083008,2.1213203435596424,0.026162950903902832,92681.90002368316
fannkuchredux,javaxint,12,897.5,607.94375,55235584,437.7522130155369,110.96172713260191,320246.3478428234
fannkuchredux,julia,10,804.6666666666666,1.8013333333333332,325072213.3333333,327.68938544501765,0.5684191528558247,13293463.93262815
fannkuchredux,julia,12,804.6666666666666,36.74666666666666,325548600.8888889,271.35259086920206,4.471140992121424,11392060.162900187
fannkuchredux,lua,10,469,3.294,3391488,,,
fannkuchredux,lua,12,469,604.436,3330048,,,
fannkuchredux,micropython,10,414,15.864,3612672,,,
fannkuchredux,micropython,12,414,2796.848,3612672,,,
fannkuchredux,node,10,886,0.8029999999999999,87963648,613.7686860699232,0.28284271247461895,33837582.43677157
fannkuchredux,node,12,886,51.22333333333333,87552341.33333333,443.3344012191563,7.250399986967236,23957243.78
fannkuchredux,ocaml,12,762.25,42.18545833333334,14233088,262.1310781415656,6.751921693223229,13032075.642171502
fannkuchredux,perl,12,491,1611.0523333333333,10563584,75.97367965289031,296.96405184690843,5274749.538401231
fannkuchredux,pharo,12,871,482.086,143667200,,,
fannkuchredux,php,10,458,5.056,16363520,,,
fannkuchredux,php,12,547.8125,772.78475,16782080,241.8435358518671,150.58129061540143,1167806.1332295416
fannkuchredux,python3,12,588.3333333333334,1540.0240000000001,17483093.333333332,322.0781478668389,805.1042350025244,9714708.094283704
fannkuchredux,racket,10,893.3333333333334,1.1500000000000001,123816618.66666667,227.84717100138272,0.090421236,2645275.107832329
fannkuchredux,racket,12,893.3333333333334,125.49624999999999,127744796.44444445,188.67538260197074,13.505796087764892,1391752.9918439346
fannkuchredux,ruby,12,757,1362.634,19688106.666666668,610.6971426165346,735.4595355803064,3456194.8326315945
fannkuchredux,rust,10,1126.75,0.1695,3970048,120.75698737547243,0.050823223038292245,122760.47520272968
fannkuchredux,rust,12,1126.75,26.78625,3942656,105.6853016210078,7.629085586,112182.82774949276
fannkuchredux,sbcl,12,894.5,38.0280625,40322474.666666664,387.3560130565471,6.305964142141001,11192887.071323428
fannkuchredux,swift,10,786.5,0.246,13664256,447.59859249108456,0.033941125,341764.50633733167
fannkuchredux,swift,12,786.5,33.61208333333333,13626538.666666666,323.30723038217275,1.1195667996330494,147574.5739036384
fannkuchredux,toit,10,416,11.77,72646656,,,
fannkuchredux,toit,12,416,2130.683,72884224,,,
fannkuchredux,vw,12,916,915.626,514514944,,,
fasta,chapel,250000,1239.3333333333333,0.069,13066240,142.59149109723668,0.014730919862656233,743883.6705614662
fasta,chapel,25000000,1239.3333333333333,2.8140277777777776,32220046.222222224,118.07697247376997,1.4443587303933507,73352803.85344447
fasta,clang,250000,1474,0.052,5718601.142857143,482.0076071,0.040513372,1552550.4763104515
fasta,clang,25000000,1474,3.2502619047619046,24960341.333333332,448.9325492041532,2.3358923947770047,72751008.92273341
fasta,csharpaot,250000,1557.75,0.065,11795456,502.85609273429316,0.023706539182259397,2328981.8420886556
fasta,csharpaot,25000000,1557.75,4.404895833333334,37184000,440.09459814811277,2.013559685219118,74168232.68376541
fasta,csharpcore,250000,1557.75,0.16349999999999998,39928832,502.8560927342931,0.05927619,4153603.0215089163
fasta,csharpcore,25000000,1557.75,4.654354166666667,62174037.333333336,440.09459814811305,2.026197848918262,73462562.35601588
fasta,dartexe,250000,1202.6666666666667,0.13749999999999998,17025024,245.8346327649273,0.12153476868781211,2600911.299071616
fasta,dartexe,25000000,1202.6666666666667,10.511083333333334,233163377.7777778,225.9901530947192,9.514006506,218379588.14637902
fasta,dartjit,250000,1202.6666666666667,1.3748333333333334,189876906.66666666,245.8346327649273,0.1309586448718322,675820.9678
fasta,dartjit,25000000,1202.6666666666667,12.304125,408290872.8888889,225.99015309471935,9.519103517290235,212833585.61148638
fasta,erlang,25000000,1107.5,96.16429166666667,85653504,63.84423980690621,76.24332487473714,73246370.24987644
fasta,fpascal,25000000,1210.5,5.652458333333333,22137173.333333332,14.811863635202208,0.044341539,73911729.72417368
fasta,fsharpcore,250000,1358,0.245,52387840,4.242640687119285,0.001414214,2247536.0755743166
fasta,fsharpcore,25000000,1358,4.814875,85016064,3.064523510731528,0.7525407579601952,76460771.47479679
fasta,gcc,250000,1474,0.049571428571428565,5462308.571428572,482.00760713222496,0.036257675706242505,1058916.6314894445
fasta,gcc,25000000,1474,3.311392857142857,24602916.57142857,448.9325492041537,2.3553997282729666,72762960.37563118
fasta,ghc,250000,1549.1666666666667,0.086166667,19109888,475.2390626481231,0.064737676,5380679.808142016
fasta,ghc,25000000,1549.1666666666667,6.736888888888888,219616483.55555555,436.8763966106352,5.8224917045412985,264117630.01558006
fasta,gnat,25000000,1919.6666666666667,4.203444444444445,27936768,387.14987869225604,2.2644636507122002,73384823.40577853
fasta,go,25000000,1175.5,5.922291666666666,29252864,219.84114187197653,3.3871657012299607,73095326.67912054
fasta,gpp,25000000,1866.875,2.7591875,27356330.666666668,690.6058552954943,0.8437154211237967,72683297.72292371
fasta,graalvmaot,250000,1741.6,0.1236,23266099.2,740.1238409887902,0.044190497,3675686.3623572676
fasta,graalvmaot,25000000,1741.6,5.3564,59714286.93333333,667.5733743713058,2.907327500165803,81149319.64131813
fasta,icx,250000,1756.3333333333333,0.042277777777777775,6032725.333333333,368.38710458365586,0.018181456472932088,963855.8526311361
fasta,icx,25000000,1397,2.952125,25259121.777777776,439.9045991326166,2.5070857552455066,72848330.09201288
fasta,ifc,25000000,1255,5.662444444444444,23948970.666666668,72.39889501919208,2.6782252059840403,73342021.32386918
fasta,ifx,25000000,1255,4.87375,23962624,72.39889501919203,2.6267870148583747,73390033.69148412
fasta,javavm,250000,1741.6,0.47140000000000004,72379596.8,740.1238409887902,0.28939471315143267,13052016.120528935
fasta,javavm,25000000,1741.6,5.4302,115626803.2,667.5733743713058,2.970427651685579,91163808.01031749
fasta,javaxint,25000000,1931.8775510204082,35.30597959183673,87746685.39,588.3742301408839,42.987929228975524,90983355.35606647
fasta,julia,250000,1067.8333333333333,1.4328333333333332,337457834.6666667,123.91677314498901,0.6874775390270339,20520362.91006253
fasta,julia,25000000,1067.8333333333333,4.771680555555555,376173056,113.9138542811325,3.4292152505414664,85787037.60551904
fasta,lua,250000,1065,0.254,6344704,0,0.004242641,0
fasta,lua,25000000,1065,25.104916666666668,25505109.333333332,0,1.2688913311016548,73868537.10898753
fasta,micropython,250000,730,6.595,8499200,,,
fasta,micropython,25000000,730,637.945,267743232,,,
fasta,node,250000,1202.3333333333333,0.6966666666666667,87250261.33333333,735.0077097101318,0.15526214391580878,27605036.999542918
fasta,node,25000000,1202.3333333333333,22.279666666666667,111158272,608.6442075864777,13.74895170861089,76979526.05581534
fasta,ocaml,25000000,1134.5,4.056708333333334,128527701.33333333,60.77971629617466,0.6946147183036493,127823021.01900978
fasta,perl,25000000,922,91.38254166666667,55440725.333333336,48.01086833479338,29.858151888087477,78214854.26669456
fasta,pharo,25000000,1378,69.13583333333334,164549632,3.064523510731528,26.04675651954395,73889429.68848176
fasta,php,25000000,959.6666666666666,43.0725,38242986.666666664,143.26080113854294,8.622721001,73405804.46448845
fasta,python3,25000000,1129,71.50805,268925610.6666667,436.5723191299564,43.52303092730506,479046883.74776214
fasta,racket,250000,1181,0.514,125429760,155.56349186104046,0.036769553,275149.3906953094
fasta,racket,25000000,1181,13.440125,149246122.66666666,112.36586206015477,5.318056202,74008606.49121052
fasta,ruby,25000000,907.1666666666666,96.82502777777778,139697208.8888889,149.0424837817425,52.795587279052604,113140759.75874355
fasta,rust,250000,1592,0.04475,6990336,576.4165160714949,0.014109267,843906.4753490165
fasta,rust,25000000,1592,3.21528125,57348138.666666664,542.0186829174608,0.9469172887030507,90416315.15901607
fasta,sbcl,25000000,1603.25,6.993604166666667,50380373.333333336,119.8666812612902,2.100597460496917,73119598.41
fasta,swift,250000,1602.5,0.13774999999999998,20561920,569.0228466415035,0.071973954,9671903.571652755
fasta,swift,25000000,1602.5,8.711375,41379584,498.00307612482413,5.588332052856086,74024232.19385388
fasta,toit,250000,846.5,2.506,75974656,167.58430714121175,2.306582320230518,1184590.5346777004
fasta,toit,25000000,946.7692307692307,105.69523076923078,435987062.15384614,65.73197325268966,91.64222651808666,48686756.60192277
fasta,vw,25000000,1542,481.523,776273920,,,
knucleotide,chapel,250000,1059,0.4465,79618048,21.213203435596427,0.038890873,4715191.6637048805
knucleotide,chapel,25000000,1059,20.209208333333333,217952085.33333334,15.322617553657341,2.611656845079245,71670934.08294712
knucleotide,clang,250000,1512,0.311,12820480,,,
knucleotide,clang,25000000,1512,14.088833333333334,155395754.66666666,0,0.16675176615302012,73491865.14518197
knucleotide,csharpaot,250000,1514.2,0.5522,39546060.8,486.63507888355105,0.3460082368961756,10967273.633963328
knucleotide,csharpaot,25000000,1514.2,39.034666666666666,576271360,438.93278895559735,24.686306656962316,445294285.79795134
knucleotide,csharpcore,250000,1514.2,0.8362,73281536,486.6350788835511,0.30325682185236985,22001333.72106191
knucleotide,csharpcore,25000000,1514.2,38.878400000000006,617464695.4666667,438.9327889555973,25.139000437364857,448672706.4
knucleotide,dartexe,250000,943.3333333333334,4.199666666666666,120186197.33333333,505.1745573,2.8620825168630857,62185499.294070326
knucleotide,dartexe,25000000,943.3333333333334,393.73861111111114,434322318.2222222,418.32427613037237,252.7295874548557,155853671.31022152
knucleotide,dartjit,250000,943.3333333333334,5.541,288283306.6666667,505.17455729018394,2.8405930718777723,65383899.31553698
knucleotide,dartjit,25000000,943.3333333333334,405.0933611111111,596474880,418.3242761303722,257.72967325820315,152188853.6576807
knucleotide,erlang,250000,944.5,5.1,154785792,0.7071067811865476,0.3846660889654819,53092247.16669175
knucleotide,erlang,25000000,944.5,5673.142,2681808896,0.7071067811865476,93.59265355785088,1944787752.8375797
knucleotide,fsharpcore,250000,1528,0.8836666666666666,98592768,515.5606656834867,0.4051161150419305,35893103.12293025
knucleotide,fsharpcore,25000000,1528,32.887347222222225,732501504,473.94312370477786,28.08067696665996,530620759.8537367
knucleotide,gcc,250000,1512,0.153,13742080,,,
knucleotide,gcc,25000000,1512,12.294666666666666,156429653.33333334,0,0.32690096730392526,73569997.35279787
knucleotide,ghc,250000,1608.3333333333333,1.6846666666666668,72653482.66666667,607.9065169360609,0.37275371672638397,27573609.505212434
knucleotide,ghc,25000000,1608.3333333333333,104.32283333333334,672063829.3333334,503.3944207648142,20.218951585791274,206818578.0726456
knucleotide,gnat,25000000,4911,17.01275,290722474.6666667,0,0.4761986073439979,73556665.79663414
knucleotide,go,25000000,1448.4,37.178583333333336,254688938.66666666,356.0578509460773,12.987049455869835,176447364.2115911
knucleotide,gpp,25000000,1455.3333333333333,11.982972222222223,392061724.4444444,146.58941688558937,4.093257128,301017375.95673466
knucleotide,graalvmaot,250000,1662.5,0.614,127436117.33333333,482.2765803975971,0.29730052135843965,76381635.97532125
knucleotide,graalvmaot,25000000,1662.5,42.64213888888889,489344682.6666667,443.3458256561807,23.076789397791355,398326494.5
knucleotide,icx,250000,1512,0.305,13242368,,,
knucleotide,icx,25000000,1512,13.5005,155800576,0,0.16988900119570066,73534633.78885378
knucleotide,javavm,250000,1662.5,1.4063333333333334,177156778.66666666,482.2765803975972,0.3083113145291082,78676690.61470176
knucleotide,javavm,25000000,1662.5,39.15419444444444,501452344.8888889,443.3458256561807,22.812794825809384,346636119.2661512
knucleotide,javaxint,250000,938.5714285714286,34.71107142857143,210417664,388.04573764634307,12.016373409543426,37487453.657660276
knucleotide,javaxint,25000000,1826.25,579.2,438937600,127.02257017291586,291.62400102826473,101450703.99254902
knucleotide,julia,250000,1015.6666666666666,4.587,414894762.6666667,340.83622655658735,0.3920255093740718,141435.61742833763
knucleotide,julia,25000000,1015.6666666666666,57.92647222222222,952947256.8888888,282.2392095874906,55.276049742819296,552793914.8
knucleotide,lua,250000,620,1.129,26767360,,,
knucleotide,lua,25000000,620,90.99566666666665,634244778.6666666,0,0.37357640896252375,73518290.56
knucleotide,node,250000,1111.75,1.703,190345216,491.5359430736814,0.2332395049443097,38091876.406867854
knucleotide,node,25000000,1111.75,96.02364583333333,1132404736,430.18731694411264,30.333312508246784,570558123.9
knucleotide,ocaml,25000000,1326.6666666666667,50.6575,354044928,395.41630864553014,8.297043616,78985163.86860475
knucleotide,perl,25000000,506.75,145.5060625,1082563754.6666667,106.00612186256238,25.845403267502714,243199442.20574382
knucleotide,pharo,25000000,1150.5,528.27,671578112,64.34671708797582,48.14831494455441,234601.0594
knucleotide,php,25000000,930.5,85.02566666666667,481197056,367.2320673693241,4.746613013660298,206625121.47073683
knucleotide,python3,25000000,854.2,226.22841666666667,570653832.5333333,565.7698160433823,21.08235987,123946067.31979814
knucleotide,racket,250000,723.5,1.991,180293632,239.7091988222396,0.683065151,22429019.805731323
knucleotide,racket,25000000,723.5,130.94145833333334,1882387114.6666667,173.14557835632942,70.41970357727466,904954933.9267048
knucleotide,ruby,25000000,586.3157894736842,269.42373684210526,303277648.84210527,150.5742351283746,43.28643361576605,155418063.27200085
knucleotide,rust,250000,1577.125,0.254125,25584640,251.36623111081795,0.21218687013371693,10185697.005970452
knucleotide,rust,25000000,1577.125,19.728177083333332,168301056,236.36587383924416,17.56467269145045,71463056.45331757
knucleotide,sbcl,25000000,2019.8333333333333,31.319069444444445,441281080.8888889,520.8512263593128,12.10877395815767,193605162.5
knucleotide,swift,250000,879.3333333333334,1.6986666666666668,60689066.666666664,428.28767590643247,0.7833015596392829,24924135.54290775
knucleotide,swift,25000000,879.3333333333334,154.37066666666666,545851278.2222222,354.65588956057104,76.15980062774025,193514584.66582853
knucleotide,toit,250000,558,177.42241666666666,96193194.66666667,0,1.529709981920711,733616.2166014401
knucleotide,vw,25000000,1219.5,967.6235,1112758272,146.37110370561533,102.93424124410701,5413202.223258245
mandelbrot,chapel,1000,514.5,0.094,10115072,95.45941546018392,0.060811183,118748.68440534404
mandelbrot,chapel,16000,514.5,15.507375000000001,44586837.333333336,68.95177899,11.224206205349999,9316451.523
mandelbrot,clang,1000,757.4285714285714,0.066142857,4251062.857142857,177.84436748915905,0.023490626,921376.7517961782
mandelbrot,clang,16000,757.4285714285714,13.232273809523809,34145328.76190476,165.64079918474528,6.288099499027292,15032158.398263436
mandelbrot,csharpaot,1000,898,0.11142857142857143,6737334.857142857,504.982838,0.065329567,491823.8552854158
mandelbrot,csharpaot,16000,898,22.680476190476192,32740790.85714286,470.3312342163956,12.123549713265856,17734593.60348081
mandelbrot,csharpcore,1000,898,0.32885714285714285,34660937.14285714,504.982838,0.17070777034787507,1925117.7175265092
mandelbrot,csharpcore,16000,898,23.188738095238097,62125836.190476194,470.33123421639567,11.993830220253505,18834549.42353731
mandelbrot,dartexe,1000,658.1666666666666,0.31916666666666665,10646186.666666666,235.01524773228368,0.3255324356598996,1174880.7970000475
mandelbrot,dartexe,16000,658.1666666666666,67.79029166666666,37093660.44444445,216.04413998656662,65.79193689658234,32118357.182462744
mandelbrot,dartjit,1000,658.1666666666666,1.5021666666666667,188966229.33333334,235.01524773228368,0.2587372541144137,1034107.1080298532
mandelbrot,dartjit,16000,658.1666666666666,58.65754166666667,210902869.33333334,216.0441399865667,48.65929943688442,25857657.745024305
mandelbrot,erlang,16000,805.5,220.75495833333332,98498218.66666667,7.661308776828671,6.317497932617235,7399025.626712578
mandelbrot,fpascal,16000,830.6666666666666,26.292291666666667,33402880,147.13106162797393,5.066217589110367,16539349.76014167
mandelbrot,fsharpcore,1000,962.3333333333334,0.665,44410197.333333336,83.69189526670627,0.039051248,4241467.498053631
mandelbrot,fsharpcore,16000,962.3333333333334,20.63525,70681600,69.30347342356966,5.444876823347667,15840081.285532044
mandelbrot,gcc,1000,806.125,0.06175,3489792,214.66481347174053,0.024057966,464535.62369562755
mandelbrot,gcc,16000,806.125,13.5319375,33970901.333333336,201.8546246031639,5.776512351187441,14275721.555141004
mandelbrot,ghc,1000,1134,0.10833333333333334,15116970.666666666,741.3710272191651,0.061337862151637904,4334817.01
mandelbrot,ghc,16000,1134,23.082361111111112,129917041.77777778,613.9135350938507,13.454941556708613,104202124.0408419
mandelbrot,gnat,16000,1204,22.132875,26139818.666666668,634.3563667214195,6.466465692239699,20185332.50595372
mandelbrot,go,16000,781.8333333333334,21.94411111111111,33679075.55555555,143.53848185991063,5.5482408442995395,15557861.833995331
mandelbrot,gpp,16000,1368.3333333333333,11.653666666666666,36727580.44444445,1044.6167476796024,7.377071242176636,13690142.45542952
mandelbrot,graalvmaot,1000,716.5,0.1415,19688106.666666668,163.42918955927058,0.050725733,2267497.1617177096
mandelbrot,graalvmaot,16000,716.5,22.938569444444443,52506680.88888889,150.23671462906543,7.262534099362654,25689470.975554623
mandelbrot,icx,1000,752.3333333333334,0.072166667,4551338.666666667,194.25824735816667,0.017520464225204386,994778.0626151074
mandelbrot,icx,16000,752.3333333333334,13.790236111111112,33570076.44444445,178.57716208099342,5.036911046179824,15561032.959804075
mandelbrot,ifc,16000,697,22.174041666666668,73093632,164.67375871252418,15.682279800555397,16493461.55981342
mandelbrot,ifx,16000,697,20.682937499999998,78319786.66666667,164.6737587125242,9.20828593,18422108.84596001
mandelbrot,javavm,1000,716.5,0.3821666666666667,61355349.333333336,163.42918955927058,0.028117017385680638,1000620.7479653149
mandelbrot,javavm,16000,716.5,22.22338888888889,95040967.11,150.23671462906537,6.334427276167743,24776200.06978364
mandelbrot,javaxint,1000,441,2.623,55111680,,,
mandelbrot,javaxint,16000,716.5,624.8995,119289856,163.42918955927058,190.96323224196848,25662721.82
mandelbrot,julia,1000,566.4285714285714,1.5634285714285714,336946322.28571427,86.21650488326303,0.44352822425893673,21023691.60065927
mandelbrot,julia,16000,566.4285714285714,8.375559523809525,366799920.7619048,80.30038270764865,7.538089253837732,16147947.78434495
mandelbrot,lua,1000,433,2.03725,4861952,131.39507854812015,0.12178772516144623,2452572.706946456
mandelbrot,lua,16000,433,518.3606874999999,165981269.33333334,114.9956520917204,26.627909050273267,279616393.2765987
mandelbrot,micropython,1000,386.38461538461536,19.92569230769231,5963460.923076923,20.24655716222086,2.6126498165851775,77219.13390093313
mandelbrot,micropython,16000,319,2769.524,38891520,,,
